target,target_label,target_family,instrument,controls,observations,sample_start,sample_end,coefficient,std_error_hac,t_stat_hac,p_value_hac,first_stage_f_stat,partial_r_squared,full_r_squared,sign,relevance_class,interpretation,top5_abs_shock_share,jackknife_without_top5_f_stat,jackknife_f_ratio,rolling_windows,rolling_median_f,rolling_min_f,rolling_max_f,rolling_sign_stability,regime_count,regime_estimated_count,regime_max_f,regime_median_f,regime_sign_stability,final_screen,rank
d_dfr_eop,"deposit facility rate, end of month",policy-rate bridge,target_factor_monthly_easing,"L1_d_dfr_eop,L2_d_dfr_eop,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,-0.013839139403846262,0.004099431274010221,-3.375868133607783,0.0008581294351827813,17.072093684754748,0.06640975082145675,0.3405495679558064,negative,strong_F16,"Observed policy-rate implementation; conventional short-rate channel, but discrete and often unchanged.",0.28803141563810597,5.340382270335617,0.3128135522771023,127,8.992876811825997,0.012225642067188163,36.9888340259006,1.0,4,2,8.558162113172598,5.883527922097394,1.0,fragile_candidate,1
d_ln_ecb_assets_ea_mavg,"ECB assets, log monthly average",liquidity stock,timing_factor_monthly_easing,"L1_d_ln_ecb_assets_ea_mavg,L2_d_ln_ecb_assets_ea_mavg,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,0.0030305238501795156,0.001649061427179094,1.8377264789726901,0.06734922407864716,10.990642055338565,0.044140783623891684,0.1776272882752179,positive,usable_F10,"Monthly-average balance-sheet response candidate; secondary, not a preferred causal treatment.",0.19120183633612997,9.073515499122921,0.8255673739020166,185,2.6653196005541564,4.210790651304232e-05,8.333941014972897,0.4540540540540541,4,4,9.338164599215405,2.144051899401479,0.75,fragile_candidate,2
d_dfr_mavg,"deposit facility rate, monthly average",policy-rate bridge,fg_factor_monthly_easing,"L1_d_dfr_mavg,L2_d_dfr_mavg,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,0.00439800843054329,0.0017675922364070024,2.48813518183535,0.013526832439845139,9.42736179080336,0.03810153300173031,0.6648140445562407,positive,borderline,Monthly-average policy-rate implementation; smoother than end-of-month DFR but still mechanically administered.,0.1717500890975518,1.3119099792144147,0.13915982098981472,185,2.953712108166427,0.0005351567156086349,27.270314416521888,0.9891891891891892,4,3,25.07662587629127,2.3834892214803935,1.0,fragile_candidate,3
d_ln_ecb_assets_ea_stock,"ECB assets, log end-of-month stock",liquidity stock,timing_factor_monthly_easing,"L1_d_ln_ecb_assets_ea_stock,L2_d_ln_ecb_assets_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,0.002957623479023133,0.0022775887269488506,1.2985766236142573,0.19534607389584657,7.048782013068255,0.028764811459835574,0.09636663068384499,positive,borderline,Balance-sheet/liquidity response candidate; retained as secondary because it is a persistent implementation stock.,0.19120183633612997,6.503678891731952,0.9226670479629394,185,1.9466223524612425,0.000836330515039564,11.53674468154408,0.7297297297297297,4,4,5.794956201114603,3.5750212224614537,0.75,fragile_candidate,4
d_dfr_eop,"deposit facility rate, end of month",policy-rate bridge,qe_factor_monthly_easing,"L1_d_dfr_eop,L2_d_dfr_eop,inflation_ea20_mom,L1_inflation_ea20_mom",142,2014-01,2025-10,0.01049395525411987,0.004760762462223975,2.204259367567281,0.029187629319120292,5.732805417323442,0.04044797815469434,0.3635622760611562,positive,borderline,"Observed policy-rate implementation; conventional short-rate channel, but discrete and often unchanged.",0.18845495987663957,2.078880614643354,0.3626288463169139,40,4.253523376099786,2.362839965016143,14.722027549019257,1.0,4,1,6.916222458862981,6.916222458862981,1.0,fragile_candidate,5
d_ln_ecb_assets_ea_mavg,"ECB assets, log monthly average",liquidity stock,target_factor_monthly_easing,"L1_d_ln_ecb_assets_ea_mavg,L2_d_ln_ecb_assets_ea_mavg,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,-0.0015664777549202651,0.0007997710673106195,-1.958657694617337,0.051311053224430796,4.424193814192766,0.01810047420083122,0.15387770592453942,negative,weak,"Monthly-average balance-sheet response candidate; secondary, not a preferred causal treatment.",0.28803141563810597,6.917534609970405,1.5635695226052322,187,1.573330639730462,0.05352152926991882,6.569479832267519,1.0,4,4,2.6945372546422384,0.731282569335146,0.75,reject_weak_relevance,6
d_ln_hh_loans_ea_stock,household credit,credit response,target_factor_monthly_easing,"L1_d_ln_hh_loans_ea_stock,L2_d_ln_hh_loans_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,8.555218077919154e-05,3.846603073496839e-05,2.2240969277190965,0.02707303513102413,3.0181440655082374,0.012419418628654588,0.5301455009921301,positive,weak,Transmission response candidate; should not be confused with the policy innovation.,0.28803141563810597,3.1728437595991936,1.0512565638794005,187,0.6564459158903447,1.6852679362200736e-05,10.204854137968383,0.9679144385026738,4,4,5.186837571616047,1.4769789394657062,1.0,reject_weak_relevance,7
d_ln_nfc_loans_ea_stock,NFC credit,credit response,qe_factor_monthly_easing,"L1_d_ln_nfc_loans_ea_stock,L2_d_ln_nfc_loans_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",142,2014-01,2025-10,0.0003213169150586231,0.00024334946852064913,1.3203929189241608,0.18892168321025063,2.499258236220412,0.018045282466117963,0.08535427212552837,positive,weak,Transmission response candidate for productive credit; not a policy variable.,0.18845495987663957,1.1549502196283103,0.4621172005718477,83,2.003137915667056,0.10401808964989635,6.335761810445053,1.0,4,3,4.020902241426588,0.5571578796706836,1.0,reject_weak_relevance,8
d_dfr_mavg,"deposit facility rate, monthly average",policy-rate bridge,target_factor_monthly_easing,"L1_d_dfr_mavg,L2_d_dfr_mavg,inflation_ea20_mom,L1_inflation_ea20_mom",246,2005-04,2025-10,-0.003204679799729894,0.0026847252179924663,-1.1936714335801673,0.23378507142469812,2.4580169879568086,0.010137907661262862,0.653403888843981,negative,weak,Monthly-average policy-rate implementation; smoother than end-of-month DFR but still mechanically administered.,0.28803141563810597,0.6832470411240068,0.2779667693395179,187,0.664008448238388,0.00020825536167618923,62.836454031841264,0.5614973262032086,4,3,0.913874056802974,0.27936768335884377,0.6666666666666666,reject_weak_relevance,9
d_ln_hh_loans_ea_stock,household credit,credit response,fg_factor_monthly_easing,"L1_d_ln_hh_loans_ea_stock,L2_d_ln_hh_loans_ea_stock,inflation_ea20_mom,L1_inflation_ea20_mom",244,2005-04,2025-10,-5.39877268839561e-05,3.518518028381533e-05,-1.5343882409717158,0.12626241211353595,2.3816442830076494,0.009907762675105411,0.5330464234967383,negative,weak,Transmission response candidate; should not be confused with the policy innovation.,0.1717500890975518,0.3476672703871543,0.14597783257040559,185,0.36433162834939953,3.622871966603375e-08,2.9203887723181587,0.7513513513513513,4,4,1.1997140887038733,0.7864625397965983,0.75,reject_weak_relevance,10
