event_date,event_quarter,event_quarter_end,timing_factor,target_factor,fg_factor,qe_factor,source_vintage,meeting_type,missing_flag,event_id,regime,ois_1m_mew,ois_6m_mew,stoxx50_mew,bank_stoxx_mew,rate_surprise_for_screen,equity_response_for_screen,jk_screen_classification,potential_information_shock,potential_pure_monetary_shock,event_not_in_abgmr_factor_files
2002-01-03,2002Q1,2002-03-31,1.9505901534617556,0.3529564837399894,-1.9286734180312015,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20020103,pre_gfc,2.25,0.749999999999984,0.0225673215647149,-0.3146958100628259,0.749999999999984,0.0225673215647149,potential_information_shock,True,False,False
2002-02-07,2002Q1,2002-03-31,0.8067794073117406,0.6991584517083124,0.2063652592709195,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20020207,pre_gfc,1.49999999999997,2.49999999999999,0.730119987800393,0.5005837847655848,2.49999999999999,0.730119987800393,potential_information_shock,True,False,False
2002-03-07,2002Q1,2002-03-31,0.5192887315459848,-0.6352997063342241,-1.0819409153815316,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20020307,pre_gfc,0.249999999999995,1.2,0.203278025648324,0.1232763483171689,1.2,0.203278025648324,potential_information_shock,True,False,False
2002-04-04,2002Q2,2002-06-30,-0.9362846336878814,-0.3052268791494066,-1.1495448638831467,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20020404,pre_gfc,-0.749999999999984,-0.6999999999999669,-0.1484616645381459,-0.12403102365246,-0.6999999999999669,-0.1484616645381459,potential_information_shock,True,False,False
2002-05-02,2002Q2,2002-06-30,2.177452475041129,0.5947928918697734,4.80006472609579,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20020502,pre_gfc,1.49999999999997,4.25,-0.253706095368855,-0.236358835049355,4.25,-0.253706095368855,potential_pure_monetary_shock,False,True,False
2002-06-06,2002Q2,2002-06-30,1.000284180218159,-1.959037298016685,2.921521932427332,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20020606,pre_gfc,-1.2,1.00000000000002,-0.2822306836282709,-0.1841229894856689,1.00000000000002,-0.2822306836282709,potential_pure_monetary_shock,False,True,False
2002-07-04,2002Q3,2002-09-30,-0.0406441128600204,-0.5191853999094379,-1.5270615585839142,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20020704,pre_gfc,0.0,-0.4500000000000168,-0.23717285198952,-0.360360750329836,-0.4500000000000168,-0.23717285198952,potential_information_shock,True,False,False
2002-08-01,2002Q3,2002-09-30,,0.803864732420765,,,press_release=2025-10-30;press_conference=2025-10-30,press_release_only,missing_timing_factor;missing_fg_factor;qe_not_applicable_pre_2014,ECB_20020801,pre_gfc,1.25000000000002,-0.3000000000000109,-0.526377316919646,-0.3039447074201899,-0.3000000000000109,-0.526377316919646,potential_information_shock,True,False,False
2002-09-12,2002Q3,2002-09-30,-2.13584370027192,-0.7787499348467716,-3.1039455729997,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20020912,pre_gfc,-0.7500000000000279,-2.25,-0.8809930088933268,-0.667639984155954,-2.25,-0.8809930088933268,potential_information_shock,True,False,False
2002-10-10,2002Q4,2002-12-31,1.0274860909647283,2.7133185008849847,2.5922676097304476,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20021010,pre_gfc,2.74999999999999,2.49999999999999,-0.184623307066101,0.128467885407879,2.49999999999999,-0.184623307066101,potential_pure_monetary_shock,False,True,False
2002-11-07,2002Q4,2002-12-31,-2.1168145124255657,8.087307338197048,-1.06592386753704,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20021107,pre_gfc,6.9,0.499999999999989,-1.6045496113783,-1.88016770352668,0.499999999999989,-1.6045496113783,potential_pure_monetary_shock,False,True,False
2002-12-05,2002Q4,2002-12-31,-0.6486196736914874,-5.418413772037328,0.0321501380818651,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20021205,pre_gfc,-5.39999999999998,-2.85000000000002,-0.891277315403283,-0.964156116286397,-2.85000000000002,-0.891277315403283,potential_information_shock,True,False,False
2003-01-09,2003Q1,2003-03-31,1.741935398727004,0.1041920204868622,0.018570425608245,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20030109,pre_gfc,1.50000000000001,2.0,1.23744907061862,1.30445160776773,2.0,1.23744907061862,potential_information_shock,True,False,False
2003-02-06,2003Q1,2003-03-31,0.8245594126737406,1.9877341306588776,0.372166673481378,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20030206,pre_gfc,2.30000000000001,1.39999999999998,-1.40471361424188,-1.0943141067786,1.39999999999998,-1.40471361424188,potential_pure_monetary_shock,False,True,False
2003-03-06,2003Q1,2003-03-31,0.7054779238174429,8.102896939467037,-3.5820541440825693,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20030306,pre_gfc,8.5,1.50000000000001,-1.38558258236667,-1.57317233134409,1.50000000000001,-1.38558258236667,potential_pure_monetary_shock,False,True,False
2003-04-03,2003Q2,2003-06-30,1.0965061897535608,2.3811998543232624,-1.1526879651097448,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20030403,pre_gfc,2.99999999999998,1.30000000000003,-0.236794942893681,0.0207050055090363,1.30000000000003,-0.236794942893681,potential_pure_monetary_shock,False,True,False
2003-05-08,2003Q2,2003-06-30,2.0309080994704543,0.4973218427161748,3.2924937608314897,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20030508,pre_gfc,0.950000000000006,4.0,-1.12156216574055,-0.96567534364338,4.0,-1.12156216574055,potential_pure_monetary_shock,False,True,False
2003-06-05,2003Q2,2003-06-30,2.245383555669993,-5.526040547613002,-8.295595809387864,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20030605,pre_gfc,-2.49999999999999,-4.50000000000004,-0.937799933318395,-0.684364087840539,-4.50000000000004,-0.937799933318395,potential_information_shock,True,False,False
2003-07-10,2003Q3,2003-09-30,1.089729912258814,-0.1260494276836514,-0.8279692418950764,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20030710,pre_gfc,0.5000000000000339,0.999999999999979,0.2565399626734959,0.1737387673912849,0.999999999999979,0.2565399626734959,potential_information_shock,True,False,False
2003-07-31,2003Q3,2003-09-30,,-0.2199768794335837,,,press_release=2025-10-30;press_conference=2025-10-30,press_release_only,missing_timing_factor;missing_fg_factor;qe_not_applicable_pre_2014,ECB_20030731,pre_gfc,0.0,0.249999999999995,-0.0839478119953441,-0.10384666244132,0.249999999999995,-0.0839478119953441,potential_pure_monetary_shock,False,True,False
2003-09-04,2003Q3,2003-09-30,1.190716717913575,0.023555870075862,-3.2922726870400623,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20030904,pre_gfc,0.249999999999995,-0.499999999999989,-0.151109047456011,-0.2128928676008889,-0.499999999999989,-0.151109047456011,potential_information_shock,True,False,False
2003-10-02,2003Q4,2003-12-31,0.1507829779237285,0.2639256977496369,4.097514155268278,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20031002,pre_gfc,0.550000000000006,1.24999999999997,-0.77918704616744,-0.748177066302347,1.24999999999997,-0.77918704616744,potential_pure_monetary_shock,False,True,False
2003-11-06,2003Q4,2003-12-31,0.4878454505589425,-0.48174485456499,0.0533874748670558,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20031106,pre_gfc,0.0500000000000167,0.5000000000000339,0.101156847360606,0.08945271800842029,0.5000000000000339,0.101156847360606,potential_information_shock,True,False,False
2003-12-04,2003Q4,2003-12-31,0.5734067528556273,-0.4113889932478777,-3.6080330406853207,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20031204,pre_gfc,0.2000000000000219,-1.00000000000002,-0.46528059302382,-0.326963040883399,-1.00000000000002,-0.46528059302382,potential_information_shock,True,False,False
2004-01-08,2004Q1,2004-03-31,-0.0887660343827003,0.3052337933757583,-1.6159426508854204,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20040108,pre_gfc,0.499999999999989,-0.5499999999999619,0.3220191627052669,-0.181529434918648,-0.5499999999999619,0.3220191627052669,potential_pure_monetary_shock,False,True,False
2004-02-05,2004Q1,2004-03-31,-0.5079226164734298,-0.2179234856693351,-1.7537532650061811,,press_release=2025-10-30;press_conference=2025-10-30,press_release_plus_conference,qe_not_applicable_pre_2014,ECB_20040205,pre_gfc,-0.100000000000033,-0.4,-0.08221406817554569,-0.0644146811958457,-0.4,-0.08221406817554569,potential_information_shock,True,False,False
