response,horizon,beta,F_stat,partial_R2,AR_stat,AR_p_value,AR_CI_lower,AR_CI_upper,AR_CI_bounded,AR_reject,weak_iv_flag,nobs,baseline_sign,directional_stability_score,supporting_sources,conflicting_sources,source_count,weak_iv_robust_status
ln_compensation_ea20_real,0,-4.8755378922384294e-08,0.20642234843362534,0.0040311808356581985,0.003632396931398513,0.951941096973348,-inf,inf,False,False,weak_iv_risk,67,negative,0.6666666666666666,"ols,dax,lag_2,cumulative","lag_1,lag_4",6,directional_only
ln_compensation_ea20_real,1,5.325260872094897e-08,0.21982700461757448,0.004377295138777798,1.2387528349580021,0.26571154837598704,-inf,inf,False,False,weak_iv_risk,66,positive,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_compensation_ea20_real,2,1.0817813225740875e-09,0.24337593841520527,0.00494230815368094,1.3479988209864906,0.2456282704911654,-inf,inf,False,False,weak_iv_risk,65,positive,0.8333333333333334,"ols,lag_1,lag_2,lag_4,cumulative",dax,6,directional_only
ln_compensation_ea20_real,4,-1.849962648108764e-08,0.16606018789285695,0.0035207559679848615,5.605858005376808,0.017900527148402116,-inf,inf,False,True,weak_iv_risk,63,negative,0.6666666666666666,"ols,dax,lag_2,cumulative","lag_1,lag_4",6,directional_only
ln_compensation_ea20_real,8,-7.261266498064533e-08,0.04747973874010471,0.0011029621020385973,0.013750144529177614,0.9066532211206128,-inf,inf,False,False,weak_iv_risk,59,negative,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_compensation_ea20_real,12,-8.914583196576224e-08,0.015702461606945408,0.0004024651772551648,4.395341980640016,0.03603723159387677,-inf,inf,False,True,weak_iv_risk,55,negative,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_ecb_assets_ea_stock,0,3.7078078200004777e-07,0.20642234843362534,0.0040311808356581985,0.1934410330393229,0.6600679745764125,-inf,inf,False,False,weak_iv_risk,67,positive,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_ecb_assets_ea_stock,1,2.937529343633726e-07,0.21982700461757448,0.004377295138777798,0.5598505168676267,0.4543204778563876,-inf,inf,False,False,weak_iv_risk,66,positive,0.8333333333333334,"ols,dax,lag_2,lag_4,cumulative",lag_1,6,directional_only
ln_ecb_assets_ea_stock,2,5.161067298844133e-07,0.24337593841520527,0.00494230815368094,2.085612311720404,0.14869259049667158,-inf,inf,False,False,weak_iv_risk,65,positive,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_ecb_assets_ea_stock,4,5.309712163357497e-07,0.16606018789285695,0.0035207559679848615,0.8161701208332497,0.36630231739667163,-inf,inf,False,False,weak_iv_risk,63,positive,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
