response,response_label,channel,response_role,shock,horizon_months,sample_name,controls,nobs,sample_start,sample_end,raw_coefficient_per_unit_shock,raw_std_error_hac,coefficient,std_error_hac,t_stat,p_value,ci_90_low,ci_90_high,ci_95_low,ci_95_high,ci_68_low,ci_68_high,bootstrap_ci_90_low,bootstrap_ci_90_high,bootstrap_ci_68_low,bootstrap_ci_68_high,bootstrap_ci_95_low,bootstrap_ci_95_high,bootstrap_replications,bootstrap_method,ci_method,horizon_consistent_bandwidth,coefficient_10bp_equiv,std_error_10bp_equiv,shock_scale_raw_units,shock_normalization,optional_10bp_scaling_note,r_squared,hac_bandwidth,interpretation_layer,bootstrap_feasible
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,target_factor_monthly_easing,0,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",246,2005-04,2025-10,-0.0014653835154146986,0.0011402444857465763,-0.0035577335257035454,0.0027683442537506397,-1.2851485218586582,0.19874038848960532,-0.008111254612135552,0.0009957875607284608,-0.008983588559863212,0.0018681215084561213,-0.00631073529228429,-0.0008047317591228006,-0.007564601743948043,0.0004235574167507432,-0.005488130457917612,-0.001495670675793103,-0.008088839851481159,0.001694844592744018,399,fixed_design_circular_block_residual_percentile_b3,HAC_Newey_West_horizon_bandwidth,1,-0.014653835154146986,0.011402444857465763,2.42785147251825,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.0576632939284335,1,reduced_form_dynamic_transmission,True
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,target_factor_monthly_easing,1,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",245,2005-04,2025-09,-0.0007837645969479965,0.0017771074377820988,-0.00190668791322244,0.004323223178632104,-0.4410338847752312,0.6591884662663611,-0.009017757238716128,0.0052043814122712485,-0.010380049640470136,0.006566673814025256,-0.006205951284088263,0.0023925754576433825,-0.006579345906461123,0.0036928019236535706,-0.004554283634769551,0.0014979127166561655,-0.007473163220933601,0.0044809531988995715,399,fixed_design_circular_block_residual_percentile_b3,HAC_Newey_West_horizon_bandwidth,2,-0.007837645969479966,0.017771074377820988,2.4327303384806376,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.06560978875686208,2,reduced_form_dynamic_transmission,True
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,target_factor_monthly_easing,3,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",243,2005-04,2025-07,-0.001226280238320256,0.0024864205555872195,-0.0029953844087471614,0.006073477442640925,-0.4931909992316825,0.6218776370539294,-0.012985365808483038,0.006994596990988715,-0.014899181457239806,0.008908412639745483,-0.009035201930078039,0.0030444331125837167,-0.010485928486954765,0.004634856458879838,-0.0068534063452955814,0.0011281022956154412,-0.012850698166039896,0.005550485598656176,399,fixed_design_circular_block_residual_percentile_b4,HAC_Newey_West_horizon_bandwidth,4,-0.01226280238320256,0.024864205555872196,2.442658957670396,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.14893491505520617,4,reduced_form_dynamic_transmission,True
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,target_factor_monthly_easing,6,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",240,2005-04,2025-04,-0.0013781437713992375,0.0029289068340415288,-0.003378938290741433,0.007181105235130231,-0.4705317886460628,0.6379751283157991,-0.015190805282265598,0.008432928700782733,-0.017453645920788723,0.010695769339305857,-0.010520245001975518,0.0037623684204926527,-0.012891729756877931,0.005652136852146379,-0.008843230398190221,0.002331989411876671,-0.01605800390993947,0.007509634150230722,399,fixed_design_circular_block_residual_percentile_b7,HAC_Newey_West_horizon_bandwidth,7,-0.013781437713992376,0.029289068340415288,2.4518039125270485,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.19397348731573139,7,reduced_form_dynamic_transmission,True
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,target_factor_monthly_easing,12,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",234,2005-04,2024-10,-0.0039599540261483455,0.00476725662308395,-0.009825398596328043,0.011828469781085763,-0.8306567779409034,0.4061675498769006,-0.02928150001703285,0.009630702824376761,-0.033008773359476516,0.013357976166820431,-0.02158831361643712,0.0019375164237810348,-0.02753150951011618,0.00847085684181981,-0.019755173607221323,0.0010025450350217523,-0.032283422132491905,0.012021275635538616,399,fixed_design_circular_block_residual_percentile_b13,HAC_Newey_West_horizon_bandwidth,13,-0.039599540261483455,0.0476725662308395,2.4811900672202323,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.22786436086080109,13,reduced_form_dynamic_transmission,True
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,target_factor_monthly_easing,24,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",222,2005-04,2023-10,-0.004163270512479492,0.005836514598969082,-0.010601283414681577,0.014862004578402378,-0.7133145033535702,0.47565116480689934,-0.03504710554923611,0.01384453871987296,-0.039730277126419626,0.018527710297056472,-0.025380921027973263,0.00417835419861011,-0.025930737759789983,0.005911081265281052,-0.02047921610454008,0.0005575351518641701,-0.03033698368908999,0.007573498641581915,399,fixed_design_circular_block_residual_percentile_b25,HAC_Newey_West_horizon_bandwidth,25,-0.04163270512479492,0.05836514598969082,2.546383518174955,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.2990065477731757,25,reduced_form_dynamic_transmission,True
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,timing_factor_monthly_easing,0,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",244,2005-04,2025-10,0.002923559726520591,0.002219152878693926,0.005673925109153381,0.0043068411174403244,1.3174215055617264,0.1876973762337365,-0.001410198123572069,0.01275804834187883,-0.0027673283681658965,0.014115178586472658,0.0013909530081829486,0.009956897210123813,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,1,0.02923559726520591,0.02219152878693926,1.9407590882044592,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.07609737736700317,1,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,timing_factor_monthly_easing,1,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",243,2005-04,2025-09,0.004634241711274825,0.0025565740908747767,0.00901009645620173,0.004970603734407141,1.8126764750593003,0.06988173492610979,0.0008341808755236123,0.017186012036879847,-0.0007321078446565626,0.018752300757060022,0.004067040388208711,0.013953152524194748,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,2,0.04634241711274825,0.025565740908747768,1.9442439599731536,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.09489807709644515,2,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,timing_factor_monthly_easing,3,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",241,2005-04,2025-07,0.003755607213593045,0.0037727191035453254,0.007323869313821274,0.0073572394823706875,0.9954643085046538,0.3195104949025657,-0.004777712733106724,0.01942545136074927,-0.007096055097261384,0.021743793724903933,7.404511915700719e-06,0.014640334115726846,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,4,0.03755607213593045,0.03772719103545325,1.9501158926613147,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.15714140404394972,4,reduced_form_dynamic_transmission,False
ln_ecb_assets_ea_stock,ECB assets,financial_liquidity,monthly,timing_factor_monthly_easing,6,full,"L1_ln_ecb_assets_ea_stock,L2_ln_ecb_assets_ea_stock,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",238,2005-04,2025-04,0.0005937497634083688,0.005206726190480787,0.001163319468406601,0.010201411970724267,0.11403514256115363,0.9092099354047349,-0.015616510011665374,0.017943148948478576,-0.01883108058566874,0.02115771952248194,-0.008981555085750489,0.011308194022563691,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,7,0.005937497634083688,0.052067261904807864,1.9592756748712907,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.19456675835650483,7,reduced_form_dynamic_transmission,False
