response,response_label,horizon_months,window_start,window_end,coefficient,direction_sign,nobs
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-01,2012-01,0.15244714007979765,positive,75
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-02,2012-02,0.1586651103148033,positive,76
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-03,2012-03,0.2151594449053917,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-04,2012-04,0.3861801667377717,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-05,2012-05,0.2179542669538472,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-06,2012-06,0.2671920581142073,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-07,2012-07,0.2723721145407267,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-08,2012-08,0.2802977192573702,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-09,2012-09,0.2739790501622785,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-10,2012-10,0.2843452322862993,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-11,2012-11,0.2777652134229514,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2005-12,2012-12,0.2699063589672326,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-01,2013-01,0.22696514256600786,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-02,2013-02,0.22566899399853155,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-03,2013-03,0.22683833959963998,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-04,2013-04,0.2285733469730937,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-05,2013-05,0.22521315079603846,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-06,2013-06,0.22778179246249522,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-07,2013-07,0.229524322313738,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-08,2013-08,0.23137002398468254,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-09,2013-09,0.22976436442071194,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-10,2013-10,0.22923394119507381,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-11,2013-11,0.23071168564959954,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2006-12,2013-12,0.2342779796568833,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-01,2014-01,0.2410107258094665,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-02,2014-02,0.24032224856847845,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-03,2014-03,0.2380913354589256,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-04,2014-04,0.24437765610382906,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-05,2014-05,0.24405875474469815,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-06,2014-06,0.24504234848604062,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-07,2014-07,0.2491352012814035,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-08,2014-08,0.2529114181443919,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-09,2014-09,0.24198596510107961,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-10,2014-10,0.2324663441252374,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-11,2014-11,0.23858058563836226,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2007-12,2014-12,0.2278586602834528,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2008-01,2015-01,0.22539459682019877,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2008-02,2015-02,0.2241969357787521,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2008-03,2015-03,0.18458002620795,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2008-04,2015-04,0.18217250550205488,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2008-05,2015-05,0.18159022774662845,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2008-06,2015-06,0.1821012134607226,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2008-07,2015-07,0.1790749058325798,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2008-08,2015-08,0.17924300672981022,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2008-09,2015-09,0.1873990900313442,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2008-10,2015-10,0.17537446932315026,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2008-12,2015-11,0.14883598547454882,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2009-01,2015-12,0.129143042286375,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2009-02,2016-01,0.13654742732450553,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2009-03,2016-02,0.13317151064632357,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2009-04,2016-03,0.12105588468357485,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2009-05,2016-04,0.12235344014970612,positive,77
ecb_house_purchase_growth_yoy,house-purchase lending growth,6,2009-06,2016-05,0.13224654000656696,positive,77
