KEY,FREQ,REF_AREA,BANK_SELECTION,BLS_ITEM,BLS_COUNT,BLS_COUNT_DETAIL,TIME_HORIZON,EFFECT_DOMAIN,MARKET_ROLE,BLS_AGG_METHOD,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,COLLECTION,COMPILING_ORG,DISS_ORG,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
BLS.Q.U2.ALL.Z.H.C.B3.ZZ.D.WFNET,Q,U2,ALL,Z,H,C,B3,ZZ,D,WFNET,2003-Q1,-7.661810344427513,A,F,,,P3M,B,,,0,,Loan demand-Household,"Euro area (changing composition) - All banks - contract counterpart Household, motivation Consumer credit - Backward looking three months Loan demand Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate",PC,0
BLS.Q.U2.ALL.Z.H.C.B3.ZZ.D.WFNET,Q,U2,ALL,Z,H,C,B3,ZZ,D,WFNET,2003-Q2,-1.989932450972539,A,F,,,P3M,B,,,0,,Loan demand-Household,"Euro area (changing composition) - All banks - contract counterpart Household, motivation Consumer credit - Backward looking three months Loan demand Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate",PC,0
BLS.Q.U2.ALL.Z.H.C.B3.ZZ.D.WFNET,Q,U2,ALL,Z,H,C,B3,ZZ,D,WFNET,2003-Q3,5.201491931997134,A,F,,,P3M,B,,,0,,Loan demand-Household,"Euro area (changing composition) - All banks - contract counterpart Household, motivation Consumer credit - Backward looking three months Loan demand Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate",PC,0
BLS.Q.U2.ALL.Z.H.C.B3.ZZ.D.WFNET,Q,U2,ALL,Z,H,C,B3,ZZ,D,WFNET,2003-Q4,-6.523589150959987,A,F,,,P3M,B,,,0,,Loan demand-Household,"Euro area (changing composition) - All banks - contract counterpart Household, motivation Consumer credit - Backward looking three months Loan demand Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate",PC,0
BLS.Q.U2.ALL.Z.H.C.B3.ZZ.D.WFNET,Q,U2,ALL,Z,H,C,B3,ZZ,D,WFNET,2004-Q1,-13.323851149101563,A,F,,,P3M,B,,,0,,Loan demand-Household,"Euro area (changing composition) - All banks - contract counterpart Household, motivation Consumer credit - Backward looking three months Loan demand Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate",PC,0
BLS.Q.U2.ALL.Z.H.C.B3.ZZ.D.WFNET,Q,U2,ALL,Z,H,C,B3,ZZ,D,WFNET,2004-Q2,9.757096659816375,A,F,,,P3M,B,,,0,,Loan demand-Household,"Euro area (changing composition) - All banks - contract counterpart Household, motivation Consumer credit - Backward looking three months Loan demand Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate",PC,0
BLS.Q.U2.ALL.Z.H.C.B3.ZZ.D.WFNET,Q,U2,ALL,Z,H,C,B3,ZZ,D,WFNET,2004-Q3,7.9221240306860565,A,F,,,P3M,B,,,0,,Loan demand-Household,"Euro area (changing composition) - All banks - contract counterpart Household, motivation Consumer credit - Backward looking three months Loan demand Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate",PC,0
BLS.Q.U2.ALL.Z.H.C.B3.ZZ.D.WFNET,Q,U2,ALL,Z,H,C,B3,ZZ,D,WFNET,2004-Q4,8.527786639901993,A,F,,,P3M,B,,,0,,Loan demand-Household,"Euro area (changing composition) - All banks - contract counterpart Household, motivation Consumer credit - Backward looking three months Loan demand Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate",PC,0
BLS.Q.U2.ALL.Z.H.C.B3.ZZ.D.WFNET,Q,U2,ALL,Z,H,C,B3,ZZ,D,WFNET,2005-Q1,-3.8102109344456982,A,F,,,P3M,B,,,0,,Loan demand-Household,"Euro area (changing composition) - All banks - contract counterpart Household, motivation Consumer credit - Backward looking three months Loan demand Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate",PC,0
BLS.Q.U2.ALL.Z.H.C.B3.ZZ.D.WFNET,Q,U2,ALL,Z,H,C,B3,ZZ,D,WFNET,2005-Q2,0.3333151849800096,A,F,,,P3M,B,,,0,,Loan demand-Household,"Euro area (changing composition) - All banks - contract counterpart Household, motivation Consumer credit - Backward looking three months Loan demand Weighted net percentage (tightened minus eased or reverse) based on the share of each country in the total loan outstanding amounts of the area aggregate",PC,0
