target,instrument,window,rolling_start,rolling_end,observations,first_stage_f_stat,partial_r_squared,coefficient,sign
d_wx_shadow_rate,timing_factor_monthly_easing,60,2005-04,2010-06,60,0.02928217881224438,0.0005419686812668312,0.0016559887884870176,positive
d_wx_shadow_rate,timing_factor_monthly_easing,60,2005-05,2010-07,60,0.001971965033948543,3.6516537492841604e-05,-0.00043523180999404434,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2005-06,2010-08,60,0.0005325074358060485,9.861151567953942e-06,0.00022678710247865433,positive
d_wx_shadow_rate,timing_factor_monthly_easing,60,2005-07,2010-09,60,0.000795508937064149,1.4731429964443639e-05,0.0002795412089037925,positive
d_wx_shadow_rate,timing_factor_monthly_easing,60,2005-09,2010-10,60,0.00023324735714544805,4.3193768455965605e-06,0.0001516386651826662,positive
d_wx_shadow_rate,timing_factor_monthly_easing,60,2005-10,2010-11,60,0.0015649739025804484,2.8980158322018182e-05,-0.00039880102011795814,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2005-11,2010-12,60,0.021966886157125543,0.0004066287738729938,-0.0015143700031960403,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2005-12,2011-01,60,0.023121211268936598,0.0004279873274725495,-0.001554670406942408,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-01,2011-02,60,0.02123180243222939,0.00039302699556868407,-0.0014874455511321785,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-02,2011-03,60,0.0018202359956918488,3.370693779834007e-05,0.00038695358677683626,positive
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-03,2011-04,60,0.003920090341784242,7.258899604373946e-05,0.0005675707438587304,positive
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-04,2011-05,60,0.016747779832820203,0.00031004791145669444,0.0011326376409515433,positive
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-05,2011-06,60,0.051355199040950185,0.000950118620557018,0.0021518811088413123,positive
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-06,2011-07,60,0.07834511170403766,0.0014487335280361905,0.0026559601290587443,positive
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-07,2011-08,60,0.07003231797950162,0.0012952150198033874,-0.002355579849391195,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-08,2011-09,60,0.002289818763927406,4.2402253156527694e-05,-0.0004539765053890624,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-09,2011-10,60,0.001014389834497225,1.8784644065652595e-05,0.0003019418298446457,positive
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-10,2011-11,60,0.0006678686704837133,1.2367785378283999e-05,-0.0002534110249735999,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-11,2011-12,60,0.07709719859968929,0.0014256904048778288,-0.002974804817779558,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2006-12,2012-01,60,0.06470868807280078,0.0011968748124795896,-0.0028666300949381886,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2007-01,2012-02,60,0.06115107991786785,0.0011311464646298233,-0.002791525333627387,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2007-02,2012-03,60,0.060089218792918286,0.0011115264451326407,-0.0027823767640638023,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2007-03,2012-04,60,0.15717086846536443,0.0029021247961252324,-0.004529231563397651,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2007-04,2012-05,60,0.041783947965316814,0.0007731785465400054,-0.0024226976531214017,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2007-05,2012-06,60,0.08276217802544752,0.0015302875573000026,-0.003461685651869477,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2007-06,2012-07,60,0.07215729558232833,0.0013344630432975818,-0.0032378747233292337,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2007-07,2012-08,60,0.059631826039342306,0.0011030749567668894,-0.0029241260185809076,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2007-09,2012-09,60,0.04415757540269356,0.0008170647371287948,-0.0025141648622185923,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2007-10,2012-10,60,0.040955287932729866,0.00075785647597305,-0.0024403860238960554,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2007-11,2012-11,60,0.03499306294335713,0.0006476000265715774,-0.0022488210207648324,negative
d_wx_shadow_rate,timing_factor_monthly_easing,60,2007-12,2012-12,60,0.03449966290533434,0.00063847473596611,-0.00223592164234955,negative
