candidate_id,side,variable,label,decision,h6_response_1sd,h6_se_1sd,h6_p_value,horizon_sign_stability,majority_response_sign,subperiod_sign_stability,regime_sign_stability,h6_clean_event_coef,h6_contaminated_event_coef,information_effect_susceptibility,information_effect_flag
comp_wage_tracker_ex_oneoffs,compensation,ecb_wage_tracker_ex_oneoffs_real_yoy,"ECB Wage Tracker excluding one-off payments, real",accepted_canonical,-0.08980530814423576,0.06210613698704792,0.14817795122348973,1.0,negative,0.5,1.0,-0.026143057014283072,-0.04226265623821018,0.2973547024652441,stable_to_info_screen
comp_wage_tracker_ex_oneoffs_momentum,compensation,ecb_wage_tracker_ex_oneoffs_real_yoy_momentum_3m,"ECB Wage Tracker excluding one-offs, real 3-month momentum",accepted_diagnostic,-0.010446106541864515,0.07078192234182352,0.8826730084597587,0.6,positive,0.5,0.5,-0.03530549441451181,0.011200292210656654,7.157735652985966,sensitive_to_info_screen
comp_ces_real_income_expectations,compensation,ecb_ces_real_income_expectations_12m_median,ECB CES real household income expectations,accepted_diagnostic_short_sample,,,,,,1.0,1.0,,,,not_enough_clean_event_variation
comp_ces_unemployment_expectations,compensation,ecb_ces_unemployment_expectations_12m_median,ECB CES expected unemployment rate,accepted_diagnostic_short_sample,,,,,,1.0,1.0,,,,not_enough_clean_event_variation
comp_employment_expectations,compensation,eurostat_ecfin_eei_ea20,European Commission employment expectations indicator,accepted_indirect,0.3308007540198521,0.32153904003491063,0.30357163546402693,1.0,positive,1.0,0.6666666666666666,0.24767880696757325,0.04599134073316506,0.8071913437418808,stable_to_info_screen
comp_services_employment_expectations,compensation,eurostat_ecfin_services_employment_expectations_ea20,European Commission services employment expectations,accepted_indirect,0.2573526351315651,0.23527384580949076,0.2740238678954977,1.0,positive,1.0,0.6666666666666666,0.1516269738507135,0.0697763849674361,0.42209833967821836,stable_to_info_screen
comp_unemployment_tightness,compensation,eurostat_labor_tightness_unemployment_inv,Eurostat unemployment inverse labor-tightness proxy,accepted_indirect,0.04951033788585765,0.033694492072410015,0.1417271332000174,0.8,positive,1.0,0.6666666666666666,0.04425325211528569,0.0010883682950324058,1.157402030619177,sensitive_to_info_screen
comp_sts_industry_wage_bill_de_real,compensation,eurostat_sts_industry_wage_bill_de_real_yoy,"Eurostat German industry wage bill, real annual growth",accepted_robustness,0.38839576512625096,0.11395419933651976,0.0006535707005575854,1.0,positive,1.0,1.0,0.29745434524922554,0.04239532160848024,0.8485347239358715,stable_to_info_screen
comp_wage_tracker_headline,compensation,ecb_wage_tracker_headline_real_yoy,"ECB Wage Tracker headline, real",accepted_robustness,-0.07434689378330644,0.06442146736914976,0.24847140196109252,0.8,negative,0.5,1.0,-0.012773257450330365,-0.03950875289181775,0.5853128111558975,stable_to_info_screen
comp_wage_tracker_ex_oneoffs_ma3,compensation,ecb_wage_tracker_ex_oneoffs_real_yoy_ma3,"ECB Wage Tracker excluding one-offs, real 3-month average",accepted_robustness,-0.00919575495555749,0.0678752382072149,0.8922321701762316,0.6,negative,1.0,0.5,-0.034236905407508726,0.011863334907281128,7.986465151211522,sensitive_to_info_screen
comp_wage_tracker_unsmoothed,compensation,ecb_wage_tracker_unsmoothed_oneoffs_real_yoy,"ECB Wage Tracker with unsmoothed one-off payments, real",accepted_robustness,-0.010903592406070415,0.11030304422711533,0.921256386146749,0.6,negative,0.5,1.0,0.022289595349392476,-0.01848845348934222,5.934172826247915,sensitive_to_info_screen
comp_retail_volume,compensation,ln_retail_de_chained_index,German retail volume,rejected,-6.67874755695003e-05,0.001333295920838365,0.9600490650678918,0.6,negative,1.0,1.0,-2.718578296429124e-05,-1.148165500621571e-05,0.017508959843513024,stable_to_info_screen
comp_compensation_per_employee_quarterly_observed,compensation,ln_compensation_ea20_real_q_observed,"Euro area real compensation per employee, quarter-end observed",rejected_nonmonthly,,,,,,,,,,,not_enough_clean_event_variation
comp_wage_tracker_coverage,compensation,ecb_wage_tracker_coverage_pct,ECB Wage Tracker coverage,rejected_not_compensation,-0.0008555847860939526,0.03169437395327392,0.9784638437701475,1.0,negative,1.0,0.5,0.009790272632453963,-0.005443840121612044,28.61935383714023,sensitive_to_info_screen
housing_house_purchase_growth,housing,ecb_house_purchase_growth_yoy,"ECB lending for house purchase, annual growth",accepted_canonical,0.14640435018148057,0.04318674312076516,0.0006988500258375752,1.0,positive,1.0,0.6666666666666666,0.053908817705521826,0.0672777891409305,0.11123364150691412,stable_to_info_screen
housing_house_purchase_new_loans,housing,ln_ecb_house_purchase_pure_new_loans,ECB pure new loans for house purchase,accepted_robustness,0.01640376739886223,0.010759643261674837,0.12736782138136668,0.6,positive,1.0,0.5,-0.00036727816401737994,0.008945216859436106,1.0540422332674484,sensitive_to_info_screen
housing_household_loans_stock,housing,ln_hh_loans_ea_stock,ECB adjusted loans to households,rejected_for_canonical,1.545904359671963e-05,0.00042585981877820686,0.9710425279927821,0.8,positive,1.0,0.6666666666666666,8.759674067979393e-05,-5.356882355786645e-05,12.676882208641684,sensitive_to_info_screen
housing_house_price_quarterly_observed,housing,ln_house_price_de_real_q_observed,"German real house-price index, quarter-end observed",rejected_nonmonthly,,,,,,,,,,,not_enough_clean_event_variation
